Meter #,Sec Meter #,Serv Addr,Stat,Meter Type,Account,Serv Loc #,Name,Service Use Type,AMR Transponder ID
7003903,230758037,,8,1,,,,,230758037
7003904,230758068,,8,1,,,,,230758068
7003905,230758085,,8,1,,,,,230758085
7003906,230758035,,8,1,,,,,230758035
7003907,230758071,,8,1,,,,,230758071
7003908,230758203,,8,1,,,,,230758203
7003909,230758059,,8,1,,,,,230758059
7003910,230758046,,8,1,,,,,230758046
7003911,230758083,,8,1,,,,,230758083
7003912,230758054,,8,1,,,,,230758054
7003913,230758031,,8,1,,,,,230758031
7003914,230758080,,8,1,,,,,230758080
7003915,230758078,,8,1,,,,,230758078
7003916,230758200,,8,1,,,,,230758200
7003917,230758030,,8,1,,,,,230758030
7003918,230758269,,8,1,,,,,230758269
7003919,230758210,,8,1,,,,,230758210
7003920,230758069,,8,1,,,,,230758069
7003921,230758195,,8,1,,,,,230758195
7003922,230758209,,8,1,,,,,230758209
7003923,230758192,,8,1,,,,,230758192
7003924,230758214,,8,1,,,,,230758214
7003925,230758190,,8,1,,,,,230758190
7003926,230758081,,8,1,,,,,230758081
7003927,230758061,,8,1,,,,,230758061
7003928,230758064,,8,1,,,,,230758064
7003929,230758230,,8,1,,,,,230758230
7003930,230758038,,8,1,,,,,230758038
7003931,230758079,,8,1,,,,,230758079
7003932,230758011,,8,1,,,,,230758011
7003933,230758072,,8,1,,,,,230758072
7003934,230758039,,8,1,,,,,230758039
7003935,230758067,,8,1,,,,,230758067
7003936,230758029,,8,1,,,,,230758029
7003937,230758040,,8,1,,,,,230758040
7003938,230758022,,8,1,,,,,230758022
7003939,230758052,,8,1,,,,,230758052
7003940,230758062,,8,1,,,,,230758062
7003941,230758018,,8,1,,,,,230758018
7003942,230758036,,8,1,,,,,230758036
7003943,230758048,,8,1,,,,,230758048
7003944,230758243,,8,1,,,,,230758243
7003945,230758027,,8,1,,,,,230758027
7003946,230758004,,8,1,,,,,230758004
7003947,230758070,,8,1,,,,,230758070
7003948,230757996,,8,1,,,,,230757996
7003949,230758016,,8,1,,,,,230758016
7003950,230758058,,8,1,,,,,230758058
7003951,230758065,,8,1,,,,,230758065
7003952,230757986,,8,1,,,,,230757986
7003953,230757999,,8,1,,,,,230757999
7003954,230758045,,8,1,,,,,230758045
7003955,230758042,,8,1,,,,,230758042
7003956,230758010,,8,1,,,,,230758010
7003957,230758013,,8,1,,,,,230758013
7003958,230758012,,8,1,,,,,230758012
7003959,230757995,,8,1,,,,,230757995
7003960,230757997,,8,1,,,,,230757997
7003961,230757993,,8,1,,,,,230757993
7003962,230758050,,8,1,,,,,230758050
7003963,230758032,,8,1,,,,,230758032
7003964,230758056,,8,1,,,,,230758056
7003965,230758002,,8,1,,,,,230758002
7003966,230758082,,8,1,,,,,230758082
7003967,230758005,,8,1,,,,,230758005
7003968,230757988,,8,1,,,,,230757988
7003969,230757991,,8,1,,,,,230757991
7003970,230758007,,8,1,,,,,230758007
7003971,230758019,,8,1,,,,,230758019
7003972,230758176,,8,1,,,,,230758176
7003973,230757987,,8,1,,,,,230757987
7003974,230758134,,8,1,,,,,230758134
7003975,230758003,,8,1,,,,,230758003
7003976,230757994,,8,1,,,,,230757994
7003977,230758132,,8,1,,,,,230758132
7003978,230758172,,8,1,,,,,230758172
7003979,230758034,,8,1,,,,,230758034
7003980,230758001,,8,1,,,,,230758001
7003981,230758025,,8,1,,,,,230758025
7003982,230758075,,8,1,,,,,230758075
7003983,230758015,,8,1,,,,,230758015
7003984,230758008,,8,1,,,,,230758008
7003985,230758151,,8,1,,,,,230758151
7003986,230758162,,8,1,,,,,230758162
7003987,230758131,,8,1,,,,,230758131
7003988,230758170,,8,1,,,,,230758170
7003989,230758146,,8,1,,,,,230758146
7003990,230758175,,8,1,,,,,230758175
7003991,230757989,,8,1,,,,,230757989
7003992,230758168,,8,1,,,,,230758168
7003993,230758166,,8,1,,,,,230758166
7003994,230758171,,8,1,,,,,230758171
7003995,230758183,,8,1,,,,,230758183
7003996,230758169,,8,1,,,,,230758169
7003997,230758090,,8,1,,,,,230758090
7003998,230758091,,8,1,,,,,230758091
7003999,230758173,,8,1,,,,,230758173
7004000,230758167,,8,1,,,,,230758167
7004001,230758100,,8,1,,,,,230758100
7004002,230758149,,8,1,,,,,230758149
7004003,230758101,,8,1,,,,,230758101
7004004,230758088,,8,1,,,,,230758088
7004005,230758133,,8,1,,,,,230758133
7004006,230758140,,8,1,,,,,230758140
7004007,230758161,,8,1,,,,,230758161
7004008,230758117,,8,1,,,,,230758117
7004009,230758087,,8,1,,,,,230758087
7004010,230758020,,8,1,,,,,230758020
7004011,230758136,,8,1,,,,,230758136
7004012,230758125,,8,1,,,,,230758125
7004013,230758096,,8,1,,,,,230758096
7004014,230758138,,8,1,,,,,230758138
7004015,230758102,,8,1,,,,,230758102
7004016,230758123,,8,1,,,,,230758123
7004017,230758141,,8,1,,,,,230758141
7004018,230758097,,8,1,,,,,230758097
7004019,230758156,,8,1,,,,,230758156
7004020,230758135,,8,1,,,,,230758135
7004021,230757992,,8,1,,,,,230757992
7004022,230758105,,8,1,,,,,230758105
7004023,230758114,,8,1,,,,,230758114
7004024,230758104,,8,1,,,,,230758104
7004025,230758086,,8,1,,,,,230758086
7004026,230758113,,8,1,,,,,230758113
7004027,230758128,,8,1,,,,,230758128
7004028,230758109,,8,1,,,,,230758109
7004029,230758142,,8,1,,,,,230758142
7004030,230758127,,8,1,,,,,230758127
7004031,230758014,,8,1,,,,,230758014
7004032,230758144,,8,1,,,,,230758144
7004033,230758112,,8,1,,,,,230758112
7004034,230758121,,8,1,,,,,230758121
7004035,230758137,,8,1,,,,,230758137
7004036,230758092,,8,1,,,,,230758092
7004037,230758099,,8,1,,,,,230758099
7004038,230758124,,8,1,,,,,230758124
7004039,230758119,,8,1,,,,,230758119
7004040,230758106,,8,1,,,,,230758106
7004041,230758122,,8,1,,,,,230758122
7004042,230758164,,8,1,,,,,230758164
7004043,230758154,,8,1,,,,,230758154
7004044,230758178,,8,1,,,,,230758178
7004045,230758157,,8,1,,,,,230758157
7004046,230758139,,8,1,,,,,230758139
7004047,230758179,,8,1,,,,,230758179
7004048,230758143,,8,1,,,,,230758143
7004049,230758160,,8,1,,,,,230758160
7004050,230758095,,8,1,,,,,230758095
7004051,230758155,,8,1,,,,,230758155
7004052,230758118,,8,1,,,,,230758118
7004053,230758107,,8,1,,,,,230758107
7004054,230758103,,8,1,,,,,230758103
7004055,230758174,,8,1,,,,,230758174
7004056,230758147,,8,1,,,,,230758147
7004057,230758094,,8,1,,,,,230758094
7004058,230758129,,8,1,,,,,230758129
7004059,230758116,,8,1,,,,,230758116
7004060,230758115,,8,1,,,,,230758115
7004061,230758148,,8,1,,,,,230758148
7004062,230758108,,8,1,,,,,230758108
7004063,230758111,,8,1,,,,,230758111
7004064,230757831,,8,1,,,,,230757831
7004065,230757835,,8,1,,,,,230757835
7004066,230757884,,8,1,,,,,230757884
7004067,230758130,,8,1,,,,,230758130
7004068,230757838,,8,1,,,,,230757838
7004069,230758145,,8,1,,,,,230758145
7004070,230757828,,8,1,,,,,230757828
7004071,230757830,,8,1,,,,,230757830
7004072,230757818,,8,1,,,,,230757818
7004073,230757847,,8,1,,,,,230757847
7004074,230758152,,8,1,,,,,230758152
7004075,230757856,,8,1,,,,,230757856
7004076,230758089,,8,1,,,,,230758089
7004077,230758009,,8,1,,,,,230758009
7004078,230757815,,8,1,,,,,230757815
7004079,230757875,,8,1,,,,,230757875
7004080,230757880,,8,1,,,,,230757880
7004081,230757873,,8,1,,,,,230757873
7004082,230757863,,8,1,,,,,230757863
7004083,230757853,,8,1,,,,,230757853
7004084,230757864,,8,1,,,,,230757864
7004085,230758093,,8,1,,,,,230758093
7004086,230757849,,8,1,,,,,230757849
7004087,230757816,,8,1,,,,,230757816
7004088,230758182,,8,1,,,,,230758182
7004089,230757872,,8,1,,,,,230757872
7004090,230758006,,8,1,,,,,230758006
7004091,230757883,,8,1,,,,,230757883
7004092,230758165,,8,1,,,,,230758165
7004093,230979970,,8,1,,,,,230979970
7004094,230758057,,8,1,,,,,230758057
7004095,230757843,,8,1,,,,,230757843
7004096,230757867,,8,1,,,,,230757867
7004097,230758184,,8,1,,,,,230758184
7004098,230757859,,8,1,,,,,230757859
7004099,230758153,,8,1,,,,,230758153
7004100,230757857,,8,1,,,,,230757857
7004101,230758126,,8,1,,,,,230758126
7004102,230758181,,8,1,,,,,230758181
7004103,230758180,,8,1,,,,,230758180
7004104,230757870,,8,1,,,,,230757870
7004105,230757837,,8,1,,,,,230757837
7004106,230757793,,8,1,,,,,230757793
7004107,230757834,,8,1,,,,,230757834
7004108,230757866,,8,1,,,,,230757866
7004109,230757885,,8,1,,,,,230757885
7004110,230757832,,8,1,,,,,230757832
7004111,230757868,,8,1,,,,,230757868
7004112,230757842,,8,1,,,,,230757842
7004113,230758177,,8,1,,,,,230758177
7004114,230757787,,8,1,,,,,230757787
7004115,230758026,,8,1,,,,,230758026
7004116,230758163,,8,1,,,,,230758163
7004117,230757877,,8,1,,,,,230757877
7004118,230757817,,8,1,,,,,230757817
7004119,230758158,,8,1,,,,,230758158
7004120,230757858,,8,1,,,,,230757858
7004121,230758110,,8,1,,,,,230758110
7004122,230757998,,8,1,,,,,230757998
7004123,230757878,,8,1,,,,,230757878
7004124,230758021,,8,1,,,,,230758021
7004125,230757879,,8,1,,,,,230757879
7004126,230757874,,8,1,,,,,230757874
7004127,230757861,,8,1,,,,,230757861
7004128,230757792,,8,1,,,,,230757792
7004129,230757882,,8,1,,,,,230757882
7004130,230757862,,8,1,,,,,230757862
7004131,230757871,,8,1,,,,,230757871
7004132,230757860,,8,1,,,,,230757860
7004133,230757869,,8,1,,,,,230757869
7004134,230758159,,8,1,,,,,230758159
7004135,230758098,,8,1,,,,,230758098
7004136,230757789,,8,1,,,,,230757789
7004137,230757810,,8,1,,,,,230757810
7004138,230757865,,8,1,,,,,230757865
7004139,230757804,,8,1,,,,,230757804
7004140,230757881,,8,1,,,,,230757881
7004141,230758150,,8,1,,,,,230758150
7004142,230757822,,8,1,,,,,230757822
7004143,230757797,,8,1,,,,,230757797
7004144,230757794,,8,1,,,,,230757794
7004145,230757846,,8,1,,,,,230757846
7004146,230757786,,8,1,,,,,230757786
7004147,230757852,,8,1,,,,,230757852
7004148,230757809,,8,1,,,,,230757809
7004149,230757811,,8,1,,,,,230757811
7004150,230757819,,8,1,,,,,230757819
7004151,230757821,,8,1,,,,,230757821
7004152,230757836,,8,1,,,,,230757836
7004153,230757790,,8,1,,,,,230757790
7004154,230757845,,8,1,,,,,230757845
7004155,230757851,,8,1,,,,,230757851
7004156,230757795,,8,1,,,,,230757795
7004157,230757796,,8,1,,,,,230757796
7004158,230757848,,8,1,,,,,230757848
7004159,230757990,,8,1,,,,,230757990
7004160,230757806,,8,1,,,,,230757806
7004161,230758051,,8,1,,,,,230758051
7004162,230757826,,8,1,,,,,230757826
7004163,230757801,,8,1,,,,,230757801
7004164,230757798,,8,1,,,,,230757798
7004165,230757850,,8,1,,,,,230757850
7004166,230757844,,8,1,,,,,230757844
7004167,230757840,,8,1,,,,,230757840
7004168,230757788,,8,1,,,,,230757788
7004169,230757813,,8,1,,,,,230757813
7004170,230757820,,8,1,,,,,230757820
7004171,230758120,,8,1,,,,,230758120
7004172,230757824,,8,1,,,,,230757824
7004173,230758185,,8,1,,,,,230758185
7004174,230757854,,8,1,,,,,230757854
7004175,230758073,,8,1,,,,,230758073
7004176,230757855,,8,1,,,,,230757855
7004177,230757833,,8,1,,,,,230757833
7004178,230757825,,8,1,,,,,230757825
7004179,230757814,,8,1,,,,,230757814
7004180,230757829,,8,1,,,,,230757829
7004181,230757839,,8,1,,,,,230757839
7004182,230758063,,8,1,,,,,230758063
7004183,230757807,,8,1,,,,,230757807
7004184,230955624,,8,1,,,,,230955624
7004185,230955639,,8,1,,,,,230955639
7004186,230955617,,8,1,,,,,230955617
7004187,230757812,,8,1,,,,,230757812
7004188,230955615,,8,1,,,,,230955615
7004189,230955638,,8,1,,,,,230955638
7004190,230757841,,8,1,,,,,230757841
7004191,230757803,,8,1,,,,,230757803
7004192,230757802,,8,1,,,,,230757802
7004193,230955645,,8,1,,,,,230955645
7004194,230757791,,8,1,,,,,230757791
7004195,230955623,,8,1,,,,,230955623
7004196,230955619,,8,1,,,,,230955619
7004197,230955605,,8,1,,,,,230955605
7004198,230955613,,8,1,,,,,230955613
7004199,230955616,,8,1,,,,,230955616
7004200,230955594,,8,1,,,,,230955594
7004201,230955607,,8,1,,,,,230955607
7004202,230955603,,8,1,,,,,230955603
7004203,230955618,,8,1,,,,,230955618
7004204,230955588,,8,1,,,,,230955588
7004205,230955602,,8,1,,,,,230955602
7004206,230955572,,8,1,,,,,230955572
7004207,230955640,,8,1,,,,,230955640
7004208,230757799,,8,1,,,,,230757799
7004209,230955642,,8,1,,,,,230955642
7004210,230955629,,8,1,,,,,230955629
7004211,230955633,,8,1,,,,,230955633
7004212,230955632,,8,1,,,,,230955632
7004213,230955622,,8,1,,,,,230955622
7004214,230955608,,8,1,,,,,230955608
7004215,230955593,,8,1,,,,,230955593
7004216,230955635,,8,1,,,,,230955635
7004217,230955625,,8,1,,,,,230955625
7004218,230955636,,8,1,,,,,230955636
7004219,230955641,,8,1,,,,,230955641
7004220,230955571,,8,1,,,,,230955571
7004221,230955643,,8,1,,,,,230955643
7004222,230955609,,8,1,,,,,230955609
7004223,230955627,,8,1,,,,,230955627
7004224,230955620,,8,1,,,,,230955620
7004225,230955644,,8,1,,,,,230955644
7004226,230757827,,8,1,,,,,230757827
7004227,230955614,,8,1,,,,,230955614
7004228,230955598,,8,1,,,,,230955598
7004229,230955610,,8,1,,,,,230955610
7004230,230955600,,8,1,,,,,230955600
7004231,230955628,,8,1,,,,,230955628
7004232,230955631,,8,1,,,,,230955631
7004233,230955586,,8,1,,,,,230955586
7004234,230955584,,8,1,,,,,230955584
7004235,230955590,,8,1,,,,,230955590
7004236,230955630,,8,1,,,,,230955630
7004237,230757805,,8,1,,,,,230757805
7004238,230955577,,8,1,,,,,230955577
7004239,230955601,,8,1,,,,,230955601
7004240,230955581,,8,1,,,,,230955581
7004241,230955606,,8,1,,,,,230955606
7004242,230955595,,8,1,,,,,230955595
7004243,230955560,,8,1,,,,,230955560
7004244,230955580,,8,1,,,,,230955580
7004245,230955626,,8,1,,,,,230955626
7004246,230955604,,8,1,,,,,230955604
7004247,230955621,,8,1,,,,,230955621
7004248,230955561,,8,1,,,,,230955561
7004249,230955596,,8,1,,,,,230955596
7004250,230955612,,8,1,,,,,230955612
7004251,230955597,,8,1,,,,,230955597
7004252,230955558,,8,1,,,,,230955558
7004253,230955546,,8,1,,,,,230955546
7004254,230955556,,8,1,,,,,230955556
7004255,230955549,,8,1,,,,,230955549
7004256,230955573,,8,1,,,,,230955573
7004257,230757800,,8,1,,,,,230757800
7004258,230955568,,8,1,,,,,230955568
7004259,230955563,,8,1,,,,,230955563
7004260,230955575,,8,1,,,,,230955575
7004261,230955567,,8,1,,,,,230955567
7004262,230955565,,8,1,,,,,230955565
7004263,230955566,,8,1,,,,,230955566
7004264,230955547,,8,1,,,,,230955547
7004265,230955554,,8,1,,,,,230955554
7004266,230955611,,8,1,,,,,230955611
7004267,230955559,,8,1,,,,,230955559
7004268,230955587,,8,1,,,,,230955587
7004269,230955564,,8,1,,,,,230955564
7004270,230955574,,8,1,,,,,230955574
7004271,230955570,,8,1,,,,,230955570
7004272,230955550,,8,1,,,,,230955550
7004273,230957326,,8,1,,,,,230957326
7004274,230957305,,8,1,,,,,230957305
7004275,230955555,,8,1,,,,,230955555
7004276,230955551,,8,1,,,,,230955551
7004277,230957289,,8,1,,,,,230957289
7004278,230957325,,8,1,,,,,230957325
7004279,230957320,,8,1,,,,,230957320
7004280,230957323,,8,1,,,,,230957323
7004281,230955589,,8,1,,,,,230955589
7004282,230955576,,8,1,,,,,230955576
7004283,230955562,,8,1,,,,,230955562
7004284,230955579,,8,1,,,,,230955579
7004285,230955592,,8,1,,,,,230955592
7004286,230955583,,8,1,,,,,230955583
7004287,230757823,,8,1,,,,,230757823
7004288,230957311,,8,1,,,,,230957311
7004289,230955582,,8,1,,,,,230955582
7004290,230955569,,8,1,,,,,230955569
7004291,230957336,,8,1,,,,,230957336
7004292,230957321,,8,1,,,,,230957321
7004293,230957298,,8,1,,,,,230957298
7004294,230957344,,8,1,,,,,230957344
7004295,230957287,,8,1,,,,,230957287
7004296,230957309,,8,1,,,,,230957309
7004297,230955591,,8,1,,,,,230955591
7004298,230957308,,8,1,,,,,230957308
7004299,230955585,,8,1,,,,,230955585
7004300,230757808,,8,1,,,,,230757808
7004301,230757876,,8,1,,,,,230757876
7004302,230955637,,8,1,,,,,230955637
7004303,230957316,,8,1,,,,,230957316
7004304,230955578,,8,1,,,,,230955578
7004305,230957318,,8,1,,,,,230957318
7004306,230955548,,8,1,,,,,230955548
7004307,230957335,,8,1,,,,,230957335
7004308,230955599,,8,1,,,,,230955599
7004309,230957341,,8,1,,,,,230957341
7004310,230957328,,8,1,,,,,230957328
7004311,230957331,,8,1,,,,,230957331
7004312,230957279,,8,1,,,,,230957279
7004313,230957268,,8,1,,,,,230957268
7004314,230957324,,8,1,,,,,230957324
7004315,230957329,,8,1,,,,,230957329
7004316,230957345,,8,1,,,,,230957345
7004317,230957327,,8,1,,,,,230957327
7004318,230955552,,8,1,,,,,230955552
7004319,230957283,,8,1,,,,,230957283
7004320,230957300,,8,1,,,,,230957300
7004321,230957310,,8,1,,,,,230957310
7004322,230957340,,8,1,,,,,230957340
7004323,230957338,,8,1,,,,,230957338
7004324,230957313,,8,1,,,,,230957313
7004325,230957337,,8,1,,,,,230957337
7004326,230957270,,8,1,,,,,230957270
7004327,230957315,,8,1,,,,,230957315
7004328,230957342,,8,1,,,,,230957342
7004329,230957330,,8,1,,,,,230957330
7004330,230957339,,8,1,,,,,230957339
7004331,230957334,,8,1,,,,,230957334
7004332,230957319,,8,1,,,,,230957319
7004333,230955634,,8,1,,,,,230955634
7004334,230957343,,8,1,,,,,230957343
7004335,230957314,,8,1,,,,,230957314
7004336,230957255,,8,1,,,,,230957255
7004337,230957322,,8,1,,,,,230957322
7004338,230957297,,8,1,,,,,230957297
7004339,230957312,,8,1,,,,,230957312
7004340,230957286,,8,1,,,,,230957286
7004341,230957302,,8,1,,,,,230957302
7004342,230957294,,8,1,,,,,230957294
7004343,230957258,,8,1,,,,,230957258
7004344,230957262,,8,1,,,,,230957262
7004345,230957250,,8,1,,,,,230957250
7004346,230957291,,8,1,,,,,230957291
7004347,230957277,,8,1,,,,,230957277
7004348,230957293,,8,1,,,,,230957293
7004349,230957301,,8,1,,,,,230957301
7004350,230957252,,8,1,,,,,230957252
7004351,230957276,,8,1,,,,,230957276
7004352,230957260,,8,1,,,,,230957260
7004353,230957261,,8,1,,,,,230957261
7004354,230957266,,8,1,,,,,230957266
7004355,230957249,,8,1,,,,,230957249
7004356,230957253,,8,1,,,,,230957253
7004357,230957285,,8,1,,,,,230957285
7004358,230957332,,8,1,,,,,230957332
7004359,230955553,,8,1,,,,,230955553
7004360,230957299,,8,1,,,,,230957299
7004361,230957282,,8,1,,,,,230957282
7004362,230957278,,8,1,,,,,230957278
7004363,230957248,,8,1,,,,,230957248
7004364,230957267,,8,1,,,,,230957267
7004365,230957303,,8,1,,,,,230957303
7004366,230957247,,8,1,,,,,230957247
7004367,230957317,,8,1,,,,,230957317
7004368,230957272,,8,1,,,,,230957272
7004369,230957296,,8,1,,,,,230957296
7004370,230957254,,8,1,,,,,230957254
7004371,230957304,,8,1,,,,,230957304
7004372,230957307,,8,1,,,,,230957307
7004373,230957271,,8,1,,,,,230957271
7004374,230957256,,8,1,,,,,230957256
7004375,230957273,,8,1,,,,,230957273
7004376,230957259,,8,1,,,,,230957259
7004377,230955027,,8,1,,,,,230955027
7004378,230957251,,8,1,,,,,230957251
7004379,230957281,,8,1,,,,,230957281
7004380,230955045,,8,1,,,,,230955045
7004381,230957274,,8,1,,,,,230957274
7004382,230957295,,8,1,,,,,230957295
7004383,230957264,,8,1,,,,,230957264
7004384,230957275,,8,1,,,,,230957275
7004385,230955557,,8,1,,,,,230955557
7004386,230957288,,8,1,,,,,230957288
7004387,230955021,,8,1,,,,,230955021
7004388,230955024,,8,1,,,,,230955024
7004389,230957290,,8,1,,,,,230957290
7004390,230957257,,8,1,,,,,230957257
7004391,230955019,,8,1,,,,,230955019
7004392,230955029,,8,1,,,,,230955029
7004393,230955022,,8,1,,,,,230955022
7004394,230955001,,8,1,,,,,230955001
7004395,230955023,,8,1,,,,,230955023
7004396,230957246,,8,1,,,,,230957246
7004397,230955042,,8,1,,,,,230955042
7004398,230955002,,8,1,,,,,230955002
7004399,230955004,,8,1,,,,,230955004
7004400,230955005,,8,1,,,,,230955005
7004401,230955032,,8,1,,,,,230955032
7004402,230955039,,8,1,,,,,230955039
7004403,230955007,,8,1,,,,,230955007
7004404,230955031,,8,1,,,,,230955031
7004405,230955033,,8,1,,,,,230955033
7004406,230955018,,8,1,,,,,230955018
7004407,230955016,,8,1,,,,,230955016
7004408,230955035,,8,1,,,,,230955035
7004409,230955044,,8,1,,,,,230955044
7004410,230955012,,8,1,,,,,230955012
7004411,230957333,,8,1,,,,,230957333
7004412,220344229,,8,1,,,,,220344229
7004413,220344256,,8,1,,,,,220344256
7004414,230955015,,8,1,,,,,230955015
7004415,230957280,,8,1,,,,,230957280
7004416,230955003,,8,1,,,,,230955003
7004417,230955025,,8,1,,,,,230955025
7004418,230955010,,8,1,,,,,230955010
7004419,220344267,,8,1,,,,,220344267
7004420,220344233,,8,1,,,,,220344233
7004421,230955040,,8,1,,,,,230955040
7004422,230955008,,8,1,,,,,230955008
7004423,230955043,,8,1,,,,,230955043
7004424,230955006,,8,1,,,,,230955006
7004425,230955013,,8,1,,,,,230955013
7004426,230955009,,8,1,,,,,230955009
7004427,230955030,,8,1,,,,,230955030
7004428,230955017,,8,1,,,,,230955017
7004429,230955011,,8,1,,,,,230955011
7004430,230955020,,8,1,,,,,230955020
7004431,230955034,,8,1,,,,,230955034
7004432,220344231,,8,1,,,,,220344231
7004433,220344235,,8,1,,,,,220344235
7004434,230957263,,8,1,,,,,230957263
7004435,230955036,,8,1,,,,,230955036
7004436,230957284,,8,1,,,,,230957284
7004437,230955041,,8,1,,,,,230955041
7004438,230955038,,8,1,,,,,230955038
7004439,220344260,,8,1,,,,,220344260
7004440,230957306,,8,1,,,,,230957306
79460487,19092017,,8,2,,,,,19092017
88985275,16406165,,8,1,,,,,16406165
